date	julian_day	year	time	Secchi meter 	temperature	salinity	SiO2	PO4	NO2	NO3	NOX	NH4	HPLC Chla	BBE Chla	DIN	HW Zeit 1	HW Zeit 2	NW Zeit 1	NW Zeit 2
11/7/22	203	2011	7:00	5.2	15.7	NA	3.26	0.29	0.32	3.45	3.77	4.4	NA	1.886	8.17	4:56	17:08	11:27	23:50
11/7/23	204	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5:30	17:45	NA	12:02
11/7/24	205	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6:09	18:31	0:24	12:46
11/7/25	206	2011	7:20	3	16.5	31.82	5.37	0.62	0.5	4.8	5.3	3.95	NA	0.515	9.24	7:03	19:36	1:12	13:49
11/7/26	207	2011	7:30	3.6	16.1	31.724	6.36	0.6	0.49	4.66	5.16	6.8	NA	1.05	11.96	8:14	20:52	2:20	15:05
11/7/27	208	2011	7:10	5.2	16.4	31.798	6.18	0.36	0.46	4.74	5.2	3.35	NA	0.535	8.56	9:30	22:06	3:37	16:22
11/7/28	209	2011	7:30	5	16.5	31.93	6.3	0.83	0.44	6.25	6.68	8.39	NA	1.117	15.07	10:39	23:10	4:49	17:28
11/7/29	210	2011	7:30	4.5	16.6	31.896	5.8	0.52	0.48	5.07	5.55	8.48	NA	1.14	14.03	11:37	NA	5:52	18:26
11/7/30	211	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:07	12:26	6:47	19:18
11/7/31	212	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:56	13:11	7:36	20:06
11/8/01	213	2011	7:40	6	16.6	32.082	6.17	0.42	0.46	3.85	4.3	6.61	NA	0.97	10.91	1:41	13:54	8:21	20:52
11/8/02	214	2011	7:25	5.3	16.8	32.149	5.55	0.48	0.39	4.23	4.62	1.36	NA	2.794	5.98	2:24	14:35	9:04	21:33
11/8/03	215	2011	7:25	5.3	17	31.983	3.49	0.25	0.31	2.21	2.52	6.94	NA	4.503	9.46	3:04	15:15	9:43	22:13
11/8/04	216	2011	6:10	5.5	17.2	31.836	3.33	0.43	0.32	2.19	2.51	8.56	NA	2.661	11.07	3:44	15:57	10:23	22:53
11/8/05	217	2011	7:35	5.5	17.2	32.127	2.83	0.2	0.24	1.28	1.52	6.39	NA	3.112	7.91	4:28	16:44	11:08	23:37
11/8/06	218	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5:15	17:35	11:55	NA
11/8/07	219	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6:04	18:28	0:21	12:43
11/8/08	220	2011	7:28	4.8	16.9	32.144	4	0.23	0.29	2.11	2.41	6.89	NA	1.485	9.29	6:58	1932	1:11	13:43
11/8/09	221	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8:07	20:51	2:17	15:01
11/8/10	222	2011	6:53	1	16.9	32.29	4.67	0.38	0.27	2.18	2.45	7.67	NA	1.465	10.12	9:27	22:13	3:39	16:26
11/8/11	223	2011	7:35	2.1	16.8	32.117	4.29	0.38	0.28	1.52	1.8	6.73	NA	1.461	8.53	10:43	23:23	4:59	17:41
11/8/12	224	2011	7:06	2.8	16.7	31.978	4.63	0.72	0.33	3.05	3.39	8.02	NA	2.99	11.41	11:44	NA	6:03	18:39
11/8/13	225	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:18	12:33	6:54	19:26
11/8/14	226	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:02	13:15	7:39	20:08
11/8/15	227	2011	7:28	2.2	17.2	32.01	4.52	0.63	0.22	2.42	2.64	11.19	NA	0.727	13.82	1:41	13:53	8:19	20:46
11/8/16	228	2011	7:40	2.9	16.9	32.296	3.16	0.57	0.1	1.8	1.9	11.41	NA	0.708	13.31	2:16	14:27	8:55	21:19
11/8/17	229	2011	7:30	2.8	17	32.087	3.85	0.64	0.17	1.84	2.01	9.69	NA	0.916	11.71	2:48	14:59	9:25	21:48
11/8/18	230	2011	7:27	2.8	17.1	32.369	4.33	0.41	0.2	1.58	1.77	7.68	NA	0.845	9.45	3:17	15:29	9:53	22:15
11/8/19	231	2011	7:45	2.1	16.9	31.963	4.15	0.56	0.24	2.09	2.33	11.54	NA	2.232	13.86	3:46	15:59	10:22	22:42
11/8/20	232	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:17	16:31	10:53	23:09
11/8/21	233	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:47	17:02	11:23	23:35
11/8/22	234	2011	7:15	2.8	17.4	NA	7.49	0.9	0.41	3.61	4.02	8.61	NA	2.197	12.63	5:19	17:41	11:57	NA
11/8/23	235	2011	7:46	2.7	17.5	31.848	8.82	0.92	0.47	5.49	5.96	8.48	NA	3.092	14.44	6:06	18:41	0:14	12:51
11/8/24	236	2011	7:20	2.9	17.6	31.845	8.95	0.88	0.5	4.49	4.99	8.91	NA	2.033	13.9	7:17	20:04	1:21	14:11
11/8/25	237	2011	7:13	4	17.5	32.264	7.24	0.99	0.39	3.75	4.14	8.82	NA	1.947	12.96	8:45	21:32	2:49	15:41
11/8/26	238	2011	6:18	4	18	32.162	1.58	0.01	0.2	0.52	0.72	5.63	NA	15.205	6.35	10:07	22:48	4:17	17:01
11/8/27	239	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:13	23:47	5:28	16:05
11/8/28	240	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	12:04	6:26	18:58
11/8/29	241	2011	7:31	1.5	17	32.417	4.27	0.32	0.33	2.18	2.51	5.94	NA	3.417	8.45	0:36	12:49	7:16	19:46
11/8/30	242	2011	7:20	1.6	16.4	32.634	5.14	0.51	0.27	2.09	2.36	6.33	NA	3.913	8.69	1:19	13:32	8:01	20:29
11/8/31	243	2011	7:36	2.1	16.9	32.391	4.42	0.48	0.26	2.2	2.47	2.66	NA	1.091	5.12	2:00	14:14	8:44	21:11
11/9/01	244	2011	7:30	2.5	16.8	32.4	5.2	0.51	0.27	2.8	3.07	3.38	NA	1.196	6.45	2:41	14:56	9:25	21:51
11/9/02	245	2011	7:25	2.1	17	32.178	7.64	0.79	0.49	4.22	4.72	2.05	NA	1.243	6.77	3:22	15:39	0:06	22:31
11/9/03	246	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:04	16:24	10:49	23:12
11/9/04	247	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:48	17:12	11:33	23:54
11/9/05	248	2011	7:15	3.1	17.4	32.562	8.43	0.65	0.46	2.94	3.4	6.88	NA	1.813	10.28	5:35	18:05	NA	12:20
11/9/06	249	2011	7:07	2.4	16.9	32.457	8.56	0.71	0.45	3.99	4.44	6.21	NA	1.069	10.65	6:31	19:11	0:43	13:20
11/9/07	250	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7:43	20:36	1:51	14:41
11/9/08	251	2011	7:25	1.3	16.5	32.674	7.81	0.57	0.29	2.87	3.16	1.55	NA	0.854	4.71	9:11	22:05	3:20	16:14
11/9/09	252	2011	7:15	2.1	16.7	32.484	8.92	0.68	0.47	4.15	4.61	1.81	NA	0.873	6.42	10:33	23:17	4:47	17:33
11/9/10	253	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:33	NA	5:54	19:27
11/9/11	254	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:06	12:15	6:39	19:06
11/9/12	255	2011	7:25	2.1	17.1	32.325	9.46	0.85	0.65	5.1	5.75	1.75	NA	1.182	7.5	0:41	12:51	7:17	19:41
11/9/13	256	2011	7:10	1	16.9	32.704	8.28	0.77	0.37	3.36	3.73	3.69	NA	1.36	7.42	1:15	13:26	7:54	20:15
11/9/14	257	2011	7:20	0.9	16.7	32.629	8.83	1.06	0.43	3.56	3.99	2.81	NA	2.007	6.79	1:48	13:59	8:27	20:46
11/9/15	258	2011	6:45	0.9	16.4	32.183	11.83	1.22	0.64	5.73	6.36	2.56	NA	3.477	8.92	2:18	14:29	8:57	21:14
11/9/16	259	2011	7:30	1.2	16.3	32.095	12.32	0.77	0.72	6.33	7.05	3.33	NA	0.554	10.38	2:45	14:58	9:25	21:40
11/9/17	260	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:13	15:28	9:53	22:08
11/9/18	261	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:42	16:00	10:24	22:35
11/9/19	262	2011	7:50	3.8	16	32.44	9.77	0.56	0.49	4.67	5.16	2.91	NA	1.127	8.07	4:12	16:31	10:52	23:01
11/9/20	263	2011	7:46	2.1	16	32.579	9.6	0.59	0.43	4.44	4.87	2.47	NA	1.201	7.33	4:43	17:07	11:22	23:35
11/9/21	264	2011	7:50	3.3	16.4	32.865	7.82	0.44	0.34	3.43	3.78	3.06	NA	0.787	6.83	5:26	18:04	NA	12:10
11/9/22	265	2011	7:46	3	15.6	32.753	8.56	0.48	0.36	3.22	3.59	2.98	NA	0.472	6.56	6:34	19:25	0:38	13:28
11/9/23	266	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8:04	21:00	2:08	15:04
11/9/24	267	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9:33	22:20	3:43	16:31
11/9/25	268	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10:43	23:20	5:00	17:37
11/9/26	269	2011	6:34	4.7	16.3	32.741	9.37	0.74	0.41	3.24	3.66	1.99	NA	0.938	5.65	11:37	NA	5:59	18:30
11/9/27	270	2011	7:20	4	16.2	32.517	8.24	0.95	0.33	3.64	3.98	4.01	NA	0.637	7.99	0:08	12:33	6:49	19:17
11/9/28	271	2011	7:09	4	16.3	32.47	7.69	0.85	0.33	3.13	3.46	3.24	NA	0.639	6.7	0:51	13:07	7:35	20:01
11/9/29	272	2011	7:21	4.8	16.4	32.788	7.09	0.72	0.3	2.87	3.17	3.7	NA	0.81	6.87	1:33	13:52	8:20	20:45
11/9/30	273	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:16	14:37	9:04	21:28
11/10/01	274	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:59	15:21	9:48	22:09
11/10/02	275	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:41	16:05	10:30	22:48
11/10/03	276	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:23	16:51	11:13	23:28
11/10/04	277	2011	7:49	3	16.4	32.905	6.19	0.63	0.36	2.49	2.86	2.99	NA	1.082	5.84	5:09	17:44	NA	12:00
11/10/05	278	2011	6:57	2.5	16.1	32.952	5.76	0.53	0.28	2.73	3.01	2.7	NA	2.305	5.71	6:05	18:50	0:17	12:59
11/10/06	279	2011	7:22	1.8	16.1	32.848	5.68	0.73	0.22	2.19	2.41	3.15	NA	1.033	5.56	7:18	20:14	1:24	14:18
11/10/07	280	2011	7:40	1.3	15.6	32.694	6.62	0.61	0.35	2.56	2.92	3.63	NA	0.966	6.54	8:45	21:43	2:52	15:50
11/10/08	281	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10:09	22:55	4:22	17:10
11/10/09	282	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:09	23:40	5:30	18:02
11/10/10	283	2011	8:03	2	15.1	32.077	8.93	0.77	0.47	5.96	6.43	1.91	NA	1.445	8.35	11:47	NA	6:13	18:34
11/10/11	284	2011	7:46	1.7	15	32.184	8.31	1.1	0.39	5.26	5.64	3.51	NA	0.887	9.15	0:11	12:20	6:46	19:06
11/10/12	285	2011	7:45	1.6	14.6	32.292	7.93	0.66	0.41	5.89	6.3	2.13	NA	0.614	8.43	0:43	12:56	7:22	19:40
11/10/13	286	2011	7:18	1.8	14.5	31.776	10.13	1.01	0.47	7.67	8.14	3.12	NA	0.917	11.25	1:17	13:30	7:57	20:12
11/10/14	287	2011	7:25	2	14.3	31.986	10.2	0.79	0.5	5.77	6.27	3.23	NA	0.576	9.5	1:49	14:01	8:29	20:41
11/10/15	288	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:17	14:32	8:59	21:10
11/10/16	289	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:45	15:04	9:29	21:40
11/10/17	290	2011	7:50	2.6	14.4	32.651	6.64	0.59	0.39	4.07	4.46	2.24	NA	0.672	6.7	3:15	15:36	10:00	22:09
11/10/18	291	2011	7:00	2	14.4	32.597	6.19	0.61	0.31	3.51	3.82	2.1	NA	0.697	5.92	3:47	16:10	10:30	22:38
11/10/19	292	2011	7:20	0.9	14.1	32.757	5.22	0.59	0.31	3.02	3.33	2.27	NA	0.975	5.59	4:20	16:49	11:03	23:14
11/10/20	293	2011	7:25	1	13.2	31.545	8.89	0.89	0.54	7.64	8.18	2.47	NA	1.391	10.65	5:03	17:42	11:49	NA
11/10/21	294	2011	7:20	0.8	12.3	32.191	12.16	1.2	0.73	15.85	16.58	0.43	NA	1.211	17.01	6:05	18:56	0:11	13:00
11/10/22	295	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7:28	20:24	1:34	14:29
11/10/23	296	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8:55	21:45	3:06	15:54
11/10/24	297	2011	7:05	2.8	12.9	32.5	6.95	0.71	0.39	3.59	3.99	1.38	NA	0.617	5.36	10:07	22:46	4:25	17:01
11/10/25	298	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:05	23:36	5:25	17:56
11/10/26	299	2011	7:20	3.4	12.2	33.127	3.79	0.32	0.21	2.52	2.73	1.73	NA	0.612	4.46	11:55	NA	6:18	18:46
11/10/27	300	2011	7:50	3.9	13.1	33.217	3.38	0.24	0.14	1.4	1.55	1.55	NA	0.638	3.09	0:23	12:44	7:09	19:35
11/10/28	301	2011	7:40	3.9	13.2	33.335	3.58	0.36	0.18	1.17	1.35	5.27	NA	0.788	6.63	1:07	13:31	7:57	20:20
11/10/29	302	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:51	14:18	8:43	21:05
11/10/30	303	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:36	14:04	8:30	20:48
11/10/31	304	2011	8:50	3.8	13.3	33.45	3.73	0.33	0.23	1.82	2.05	6.61	NA	0.433	8.66	2:20	14:49	9:15	21:27
11/11/01	305	2011	8:30	4.3	13.2	33.513	3.66	0.4	0.22	1.42	1.64	3.63	NA	0.574	5.27	3:03	15:35	9:58	22:07
11/11/02	306	2011	9:15	5	13	33.465	3.38	0.55	0.22	1.34	1.56	3.81	NA	0.345	5.36	3:49	16:25	0:43	22:53
11/11/03	307	2011	9:13	5.1	13.1	33.53	3.35	0.61	0.22	1.49	1.71	5.09	NA	0.455	6.8	4:42	17:25	11:37	23:54
11/11/04	308	2011	7:18	5	12.9	33.533	4.19	0.42	0.31	2.37	2.68	2.02	NA	0.258	4.7	5:48	18:38	NA	12:46
11/11/05	309	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7:05	19:57	1:10	14:06
11/11/06	310	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8:23	21:08	2:33	15:22
11/11/07	311	2011	8:42	4.5	12.4	33.506	4.29	0.74	0.37	2.48	2.85	2.88	NA	0.978	5.73	9:26	21:58	3:44	16:17
11/11/08	312	2011	8:23	5	12.2	33.316	4.48	0.94	0.32	2.81	3.13	2.79	NA	0.289	5.92	10:10	22:35	4:33	16:54
11/11/09	313	2011	7:08	5	12.2	33.484	4.34	0.34	0.29	2.51	2.81	2.47	NA	0.662	5.28	10:47	23:10	5:11	17:28
11/11/10	314	2011	8:04	6	11.9	33.36	4.08	0.48	0.3	2.09	2.39	4.23	NA	0.392	6.62	11:25	23:46	5:49	18:05
11/11/11	315	2011	7:55	4.6	10.8	33.556	4.12	0.55	0.47	3.3	3.77	1.64	NA	1.073	5.41	NA	12:03	6:27	18:41
11/11/12	316	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:21	12:37	7:03	19:14
11/11/13	317	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:53	13:11	7:37	19:47
11/11/14	318	2011	8:30	5.8	11.2	33.682	3.82	0.44	0.34	1.86	2.21	2.58	NA	0.3	4.79	1:25	13:46	8:11	20:20
11/11/15	319	2011	8:36	6.4	11	33.716	4.03	0.4	0.35	2.37	2.72	3.56	NA	0.205	6.28	1:58	14:22	8:44	20:53
11/11/16	320	2011	8:20	5.7	11	33.945	4.44	0.37	0.39	2.14	2.53	3	NA	0.273	5.53	2:31	14:58	:18	21:28
11/11/17	321	2011	8:40	7	10.6	33.939	4.05	0.59	0.33	0.41	0.74	3.11	NA	0.756	3.85	3:07	15:39	9:56	22:04
11/11/18	322	2011	8:24	6.6	10.8	34.167	3.74	0.5	0.39	1.82	2.21	3.17	NA	0.319	5.39	3:50	16:28	10:41	22:56
11/11/19	323	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:45	17:32	11:40	NA
11/11/20	324	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5:56	18:47	0:06	12:54
11/11/21	325	2011	8:49	6.2	10.7	34.246	4.6	0.85	0.62	1.88	2.5	3.4	NA	0.89	5.9	7:14	20:03	1:26	14:11
11/11/22	326	2011	8:40	7	10.7	34.209	4.93	0.5	0.5	2.28	2.78	3.37	NA	0.378	6.15	8:28	21:08	2:43	15:20
11/11/23	327	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9:32	22:05	3:49	16:21
11/11/24	328	2011	8:25	3	11	34.353	4.83	NA	0.51	1.9	2.41	2.25	NA	0.821	4.65	10:30	22:57	4:49	17:18
11/11/25	329	2011	7:30	3.9	10.8	34.305	4.98	0.61	0.52	2.01	2.53	3.24	NA	0.521	5.77	11:24	23:47	5:47	18:12
11/11/26	330	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	12:14	6:39	19:00
11/11/27	331	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:33	13:01	7:26	19:45
11/11/28	332	2011	8:51	0.6	10.5	34.224	5.69	0.53	0.65	3.01	3.65	1.85	NA	1.01	5.5	1:18	13:49	8:14	20:30
11/11/29	333	2011	8:45	1	10.1	33.833	6.73	0.55	0.6	4.62	5.22	2.68	NA	0.617	7.9	2:04	14:36	9:01	21:11
11/11/30	334	2011	8:41	0.6	9.8	33.88	6.17	0.5	0.75	4.23	4.98	2.7	NA	0.866	7.68	2:49	15:21	9:45	21:50
11/12/01	335	2011	7:15	0.7	9.4	33.909	6.18	0.57	0.7	4.35	5.05	3	NA	1.343	8.05	3:32	16:05	10:27	22:31
11/12/02	336	2011	9:00	1	9.7	33.914	5.62	0.52	0.77	4.03	4.79	2.71	NA	0.917	7.51	4:18	16:53	11:11	23:19
11/12/03	337	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5:11	17:49	NA	12:03
11/12/04	338	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6:12	18:53	0:18	13:04
11/12/05	339	2011	9:09	0.9	8.5	33.124	11.6	0.66	0.72	9.3	10.01	2.23	NA	1.082	12.25	7:19	20:00	1:28	14:11
11/12/06	340	2011	8:52	1	8.2	33.259	9.49	NA	0.68	6.18	6.86	2.4	NA	0.525	9.26	8:26	21:02	2:40	15:14
11/12/07	341	2011	9:13	0.9	8.2	33.296	9.27	0.98	0.68	8.51	9.19	2.21	NA	0.497	11.4	9:24	21:53	3:43	16:05
11/12/08	342	2011	9:46	0.9	8.5	33.292	11.14	0.89	0.62	8.52	9.14	1.58	NA	0.447	10.72	10:11	22:37	4:33	16:49
11/12/09	343	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10:55	23:18	5:16	17:33
11/12/10	344	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:38	23:57	6:00	18:14
11/12/11	345	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	12:17	6:40	18:53
11/12/12	346	2011	9:52	1	7.2	32.707	10.8	0.69	0.47	10.08	10.54	2.26	NA	1.002	12.8	0:34	12:56	7:19	19:31
11/12/13	347	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:11	13:34	7:59	20:06
11/12/14	348	2011	8:27	0.5	7.2	32.876	13.83	0.76	0.68	12.52	13.2	1.44	NA	0.603	14.64	1:47	14:12	8:36	20:42
11/12/15	349	2011	9:05	0.7	7.5	33.139	12.94	0.71	0.65	10.83	11.49	1.3	NA	0.522	12.79	2:21	14:49	9:11	21:17
11/12/16	350	2011	7:45	1	7.6	33.399	11.42	0.89	0.91	8.19	9.1	2.28	NA	0.547	11.38	2:57	15:29	9:50	21:58
11/12/17	351	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:39	16:16	10:34	22:45
11/12/18	352	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:29	17:09	11:22	23:42
11/12/19	353	2011	9:32	0.7	7.2	33.301	12.03	1.03	0.93	8.85	9.78	2.97	NA	0.398	12.76	5:28	18:11	NA	12:20
11/12/20	354	2011	8:58	0.9	6.6	32.811	11.69	0.88	1.02	9.32	10.34	4.2	NA	0.379	14.54	6:37	19:21	0:49	13:28
11/12/21	355	2011	9:20	1	7	33.088	11.77	0.57	0.84	8.96	9.8	1.29	NA	0.331	11.1	7:51	20:32	2:03	14:41
11/12/22	356	2011	9:15	1	7	32.912	12.01	0.71	0.94	9.53	10.47	2.76	NA	0.307	13.23	9:03	21:38	3:17	15:51
11/12/23	357	2011	9:11	1	7	33.026	10.54	0.77	0.99	9.52	10.5	2.33	NA	0.359	12.83	10:10	22:39	4:27	16:57
11/12/24	358	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:10	23:34	5:31	17:55
11/12/25	359	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	12:02	6:26	18:44
11/12/26	360	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:21	12:50	7:15	19:30
11/12/27	361	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:05	13:37	8:01	20:15
11/12/28	362	2011	8:48	1.5	7	33.038	12.1	0.88	1.03	10.54	11.57	2	NA	0.303	13.57	1:51	14:22	8:48	20:57
11/12/29	363	2011	8:40	0.6	7	33.035	10.92	0.59	0.8	10.41	11.21	1.82	NA	0.548	13.03	2:35	15:03	9:29	21:33
11/12/30	364	2011	8:50	0.6	6.9	33.033	10.54	0.76	0.98	10.28	11.26	2.6	NA	0.331	13.86	3:14	15:39	10:05	22:06
11/12/31	365	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:51	16:16	10:39	22:43
12/1/01	1	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4:30	16:56	11:15	23:25
12/1/02	2	2012	9:32	1	6.7	32.609	12.7	0.66	1.03	8.95	9.97	3.33	NA	0.262	13.31	5:15	17:04	11:57	NA
12/1/03	3	2012	8:47	1.2	6.6	33.095	11.37	0.72	0.95	9.82	10.77	6.6	NA	NA	17.36	6:10	18:45	0:19	12:53
12/1/04	4	2012	8:29	0.9	6.5	33.292	10.14	0.6	0.91	8.81	9.72	6.12	NA	NA	15.84	7:17	19:55	1:28	14:01
12/1/05	5	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8:28	21:03	2:43	15:10
12/1/06	6	2012	9:18	0.6	6.8	31.394	15.88	0.59	1.29	20.08	21.37	5.01	NA	0.705	26.38	9:31	22:02	3:51	16:11
12/1/07	7	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10:27	22:52	4:47	17:05
12/1/08	8	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:16	23:35	5:36	17:52
12/1/09	9	2012	8:54	1.2	6.1	31.836	16	0.57	0.9	18.36	19.26	5.33	NA	0.626	24.59	NA	12:01	6:21	18:36
12/1/10	10	2012	9:06	0.9	6.3	32.33	12.46	0.52	0.62	16.53	17.15	3.16	NA	0.505	20.32	0:17	12:43	7:04	19:18
12/1/11	11	2012	9:10	1.2	6.2	31.975	12.71	0.29	0.74	17.8	18.54	3.74	NA	0.974	22.28	0:57	13:23	7:47	19:57
12/1/12	12	2012	7:30	0.9	6.5	33.27	12.19	0.36	0.68	18.25	18.93	4.56	NA	0.429	23.49	1:35	14:00	8:26	20:33
12/1/13	13	2012	8:40	0.6	6.2	32.366	10.09	0.29	0.64	16.75	17.39	2.68	NA	0.553	20.07	2:09	14:36	9:02	21:08
12/1/14	14	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:46	15:16	9:40	21:49
12/1/15	15	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:27	16:01	10:22	22:34
12/1/16	16	2012	9:09	1.1	5.9	31.411	19.72	0.79	0.82	22.12	22.94	3.03	NA	0.463	25.96	4:14	16:47	11:04	23:22
12/1/17	17	2012	8:57	1.1	5.9	31.286	16.71	0.63	0.85	24.95	25.8	3.1	NA	0.464	28.9	5:04	17:39	11:51	NA
12/1/18	18	2012	9:27	1.1	5.8	31.649	15.56	0.55	0.83	21.41	22.24	2.43	NA	0.356	24.67	6:05	18:45	0:18	12:52
12/1/19	19	2012	9:06	1	5.9	31.628	15.11	0.61	0.86	20.64	21.49	2.49	NA	0.35	23.98	7:20	20:02	1:31	14:10
12/1/20	20	2012	9:06	1	5.7	31.332	15.16	0.7	0.95	26.48	27.43	2.79	NA	0.401	30.22	8:41	21:19	2:54	15:31
12/1/21	21	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9:58	22:28	4:14	16:44
12/1/22	22	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11:02	23:25	5:22	17:44
12/1/23	23	2012	9:26	1.1	5.6	30.979	21.6	0.71	1.02	26.54	27.57	2.01	NA	0.39	29.57	11:55	NA	6:18	18:34
12/1/24	24	2012	9:28	0.8	5.5	31.212	19.55	0.69	0.95	27.2	28.15	2.35	NA	0.464	30.5	0:12	12:40	7:04	19:19
12/1/25	25	2012	9:15	1	5	30.556	15.78	0.79	1.26	40.37	41.63	2.76	NA	0.536	44.39	0:54	13:22	7:46	20:01
12/1/26	26	2012	9:22	1	5	30.851	18.34	0.72	1.07	26.77	27.85	2.54	NA	0.867	30.39	1:35	14:02	8:29	20:39
12/1/27	27	2012	9:01	1.1	5.2	31.284	14.74	0.62	1.06	27.38	28.43	2.32	NA	0.424	30.75	2:14	14:37	9:06	21:11
12/1/28	28	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2:48	15:08	9:36	21:39
